Country,Keyword,Title,URL,Date
Türkiye,drought,Demand for rainwater storage tanks increases due to drought concerns,https://www.aa.com.tr/en/environment/demand-for-rainwater-storage-tanks-increases-due-to-drought-concerns/3138167,N/A
Türkiye,drought,"Başkan Ekim , memleket hasreti çeken herkesi davet etti ! ",https://www.haber61.net/trabzon/baskan-ekim-memleket-hasreti-ceken-herkesi-davet-etti-h557476.html,N/A
Türkiye,drought,Expert urges preemptive measures to mitigate water crisis,https://www.hurriyetdailynews.com/expert-urges-preemptive-measures-to-mitigate-water-crisis-189306,N/A
Türkiye,drought,Kış ortasında yazı yaşayan Aksaraylılar tedirgin,https://www.ogunhaber.com/genel/kis-ortasinda-yazi-yasayan-aksaraylilar-tedirgin-2639939h.html,N/A
Türkiye,drought,"Kuraklık ülkeyi vurdu , ulusal afet ilan edildi",https://www.f5haber.com/dunya/kuraklik-ulkeyi-vurdu-ulusal-afet-ilan-edildi-6589086,N/A
Türkiye,drought,Baþkentte Kazanan kmadý - Memurlar . Net,https://www.memurlar.net/haber/1084980/baskentte-kazanan-cikmadi.html,N/A
Türkiye,drought,Volkan Demirel : Artık aşağılarda mücadele edeceğimizi gösterdik,https://www.internethaber.com/volkan-demirel-artik-asagilarda-mucadele-edecegimizi-gosterdik-2346684h.htm,N/A
Türkiye,drought,Edirnede kar buğday üreticilerini sevindirdi,https://www.ogunhaber.com/genel/edirnede-kar-bugday-ureticilerini-sevindirdi-2640679h.html,N/A
Türkiye,drought,Edirnede kar buğday üreticilerini sevindirdi,https://www.ogunhaber.com/ekonomi/edirnede-kar-bugday-ureticilerini-sevindirdi-2640679h.html,N/A
Türkiye,drought,Amazonlardaki kuraklığın nedeni küresel ısınma,https://www.sozcu.com.tr/amazonlar-daki-kurakligin-nedeni-kuresel-isinma-p17994,N/A
Türkiye,drought,Edirnede kar buğday üreticilerini sevindirdi,https://www.aa.com.tr/tr/ekonomi/edirnede-kar-bugday-ureticilerini-sevindirdi/3114813,N/A
Türkiye,drought,İstanbul Büyükşehir Belediye Başkan Adayı Murat Kurum :  Ayrıştırıcı değil birleştirici olacağız  ,https://www.61saat.com/istanbul-buyuksehir-belediye-baskan-adayi-murat-kurum-ayristirici-degil-birlestirici-olacagiz,N/A
Türkiye,drought,Kayserideki gen bahçesinde 20 ilden toplanan 250 ahlat ağacı korunuyor,https://www.aa.com.tr/tr/yasam/kayserideki-gen-bahcesinde-20-ilden-toplanan-250-ahlat-agaci-korunuyor/3072560,N/A
Türkiye,drought,Araştırma : 2023  te Amazonlarda yaşanan kuraklığın öncül nedeni küresel ısınma,https://www.ogunhaber.com/genel/arastirma-2023te-amazonlarda-yasanan-kurakligin-oncul-nedeni-kuresel-isinma-2643852h.html,N/A
Türkiye,drought,ZET ÝZLE Brighton 1 - 1 Everton ma golleri,https://www.sporx.com/www.sporx.com/10-kisili-brighton-puani-95-te-aldi-SXHBQ1058694SXQ,N/A
Türkiye,drought,Abdülkadir Ömür gole hasret kaldý,https://www.aksam.com.tr/spor/abdulkadir-omur-gole-hasret-kaldi/haber-1433277,N/A
Türkiye,drought,Başkentte kazanan çıkmadı - Ankara Haberleri,https://www.haberturk.com/ankara-haberleri/33094980-baskentte-kazanan-cikmadi,N/A
Türkiye,drought,ZET ÝZLE Granada 0 - 3 Sevilla ma golleri,https://www.sporx.com/www.sporx.com/sevilla-10-haftalik-hasrete-son-verdi-SXHBQ1049038SXQ,N/A
Türkiye,drought,BM : Etiyopya kıtlık ile karşı karşıya,https://www.gazetevatan.com/dunya/bm-etiyopya-kitlik-ile-karsi-karsiya-2123205,N/A
Türkiye,drought,Aydında çiftçiler yağmur duasına çıktı - Bursa Haberleri,https://www.bursa.com/haber/aydin-da-ciftciler-yagmur-duasina-cikti-881556.html,N/A
Türkiye,drought,Başrolde Celil Nalçakan var ! Ahmet Kayanın hayatını anlatan  Ahmetin Türküsü  filminin vizyon tarihi belli oldu ! ,https://www.takvim.com.tr/magazin/2024/02/12/basrolde-celil-nalcakan-var-ahmet-kayanin-hayatini-anlatan-ahmetin-turkusu-filminin-vizyon-tarihi-belli-oldu,N/A
Türkiye,drought,Abdülkadir Ömür gol hasreti çekiyor ! ,https://www.61saat.com/abdulkadir-omur-gol-hasreti-cekiyor,N/A
Türkiye,drought,"Yağan kar buğday tarlaları için iyi mi , kötü mü ? ",https://dogruhaber.com.tr/haber/996185-yagan-kar-bugday-tarlalari-icin-iyi-mi-kotu-mu/,N/A
Türkiye,drought,Bitliste kış şenliği ! Dondurucu soğuğa rağmen Van Gölü  nde denize girdiler,https://www.ensonhaber.com/yasam/bitliste-kis-senligi-dondurucu-soguga-ragmen-van-golunde-denize-girdiler,N/A
Türkiye,drought,Ethiopia Tigray region grapples with devastating famine amidst conflict fallout,https://ilkha.com/english/world/ethiopias-tigray-region-grapples-with-devastating-famine-amidst-conflict-fallout-370833,N/A
Türkiye,drought,Hunger kills at least 176 people in Ethiopia Tigray region,https://www.aa.com.tr/en/africa/hunger-kills-at-least-176-people-in-ethiopia-s-tigray-region/3081680,N/A
Türkiye,drought,"Konyaspor , Adana Demirsporlu yýldýzý istiyor",https://www.sporx.com/www.sporx.com/konyaspor-adana-demirsporlu-yildizi-istiyor-SXHBQ1053904SXQ,N/A
Türkiye,drought,Lorient 2 - 4 Marsilya MAÇ SONUCU - ÖZET,https://www.fotomac.com.tr/fransaligue1/2023/12/10/lorient-2-4-marsilya-mac-sonucu-ozet,N/A
Türkiye,drought,Granada - Sevilla : 3 - 0 ( MAÇ SONUCU ) ,https://www.fotospor.com/avrupadan-futbol/granada--sevilla-30-mac-sonucu-627269,N/A
Türkiye,drought,Valencia 1 - 1 Barcelona | MAÇ SONUCU - ÖZET,https://www.fotomac.com.tr/ispanyalaliga/2023/12/16/valencia-1-1-barcelona-mac-sonucu-ozet,N/A
Türkiye,drought,Türkiye forest assets reach global standards,https://www.dailysabah.com/turkiye/turkiyes-forest-assets-reach-global-standards/news,N/A
Türkiye,drought,Kuraklığın etkisiyle Van Gölü mikrobiyalit tarlasına döndü Foto Galeri,https://www.star.com.tr/foto-galeri/kurakligin-etkisiyle-van-golu-mikrobiyalit-tarlasina-dondu-galeri-720608/,N/A
Türkiye,drought,ZET ÝZLE Cadiz 1 - 4 Valencia ma golleri,https://www.sporx.com/www.sporx.com/valencia-nin-yukselisi-suruyor-SXHBQ1052593SXQ,N/A
Türkiye,drought,Sivassporun galibiyet hasreti 3 maça kt,https://www.star.com.tr/spor/sivassporun-galibiyet-hasreti-3-maca-cikti-haber-1844250/,N/A
Türkiye,drought,MAÇ ZETÝ ZLE : Adanaspor 1 - 1 Boluspor ma özeti ve golleri izle,https://www.sporx.com/www.sporx.com/adanaspor-ile-boluspor-yenisemedi-SXHBQ1052414SXQ,N/A
Türkiye,drought,Gaziantep FK - Kayserispor CANLI İZLE | Süper Lig - Son dakika Süper Lig haberleri,https://www.fotomac.com.tr/superlig/2024/02/03/gaziantep-fk-mondihome-kayserispor-canli-izle-trendyol-super-lig,N/A
Türkiye,drought,Murat Sancak  Adanada büyük bir komedi oynanıyor  dedi . Flaş açıklamalar,https://www.yenicaggazetesi.com.tr/murat-sancak-adanada-buyuk-bir-komedi-oynaniyor-dedi-flas-aciklamalar-759228h.htm,N/A
Türkiye,drought,Trendyol Süper Lig | Siltaş Yapı Pendikspor 0 - 2 Galatasaray,https://www.ntvspor.net/futbol/galatasaray-gule-oynaya-kazandi-656b3e682ed520004f5f3263,N/A
Türkiye,drought,Kayserisporda galibiyet hasreti 5 maça kt,https://www.aksam.com.tr/spor/kayserisporda-galibiyet-hasreti-5-maca-cikti/haber-1439128,N/A
Türkiye,drought,Gaziantep FK - Kayserispor : 1 - 1 ( MAÇ SONUCU ) - Mondihome Kayserispor Haberleri,https://www.haberturk.com/gaziantep-fk-kayserispor-1-1-mac-sonucu-3658800-spor,N/A
Türkiye,drought,İran  ın Güney Horasan eyaletinde 3 baraj kurudu,https://www.ogunhaber.com/dunya/iranin-guney-horasan-eyaletinde-3-baraj-kurudu-2607880h.html,N/A
Türkiye,drought,"Formula 1  de son yılların en büyük transferi : Lewis Hamilton , Ferrari ile anlaştı","https://www.ntv.com.tr/sporskor/formula-1de-son-yillarin-en-buyuk-transferi-lewis-hamilton-ferrari-ile-anlasti,cu6i4pmC5EmyeBWfmYxm9g",N/A
Türkiye,drought,Bayern Münih 3 - 1 Borussia Mönchengladbach MAÇ SONUCU - ÖZET | Almanya Bundesliga,https://www.fotomac.com.tr/almanyabundesliga/2024/02/03/bayern-munih-3-1-borussia-monchengladbach-mac-sonucu-ozet-almanya-bundesliga,N/A
Türkiye,drought,Barajlardaki doluluk oranında son bir haftada yüzde 4  lük artış,"https://www.ntv.com.tr/turkiye/barajlardaki-doluluk-oraninda-son-bir-haftada-yuzde-4luk-artis,rdw6FmnY_keTPz3sDPHMmA",N/A
Türkiye,drought,"Galatasaray , Ziraat Türkiye Kupasý  na Veda Etti",https://www.memurlar.net/haber/1094206/galatasaray-ziraat-turkiye-kupasi-na-veda-etti.html,N/A
Türkiye,drought,Milli futbolcu kariyerinde bir ilki yaşıyor ! 8 yıldır görülmedi ... ,http://www.cumhuriyet.com.tr/spor/milli-futbolcu-kariyerinde-bir-ilki-yasiyor-8-yildir-gorulmedi-2156792,N/A
Türkiye,drought,Giresunspor - Ankara Keçiörengücü maçı TRT SPORda,https://www.trtspor.com.tr:443/haber/futbol/trendyol-1-lig/giresunspor-ankara-keciorengucu-maci-trt-sporda-288744.html,N/A
Türkiye,drought,ZET ÝZLE Al Nassr 3 - 1 Al Ettifaq ma golleri,https://www.sporx.com/www.sporx.com/ronaldo-atti-al-nassr-zirve-takibini-surdurdu-SXHBQ1049473SXQ,N/A
Türkiye,drought,Muşlu ailelerden çocuklarına  teslim ol  çağrısı,https://www.aa.com.tr/tr/gundem/muslu-ailelerden-cocuklarina-teslim-ol-cagrisi/3099069,N/A
Türkiye,drought,Lider Eyüpspor evinde 3 golle galip,http://www.cumhuriyet.com.tr/spor/lider-eyupspor-evinde-3-golle-galip-2155760,N/A
Türkiye,drought,Korkutan doğa olayı : Binlercesi kıyıya vuruyor ! ,https://www.yeniakit.com.tr/haber/korkutan-doga-olayi-binlercesi-kiyiya-vuruyor-1819003.html,N/A
Türkiye,drought,"Manchester United , West Ham Uniteda boyun eğdi",https://www.ensonhaber.com/kralspor/dunyadan-futbol/manchester-united-west-ham-uniteda-boyun-egdi,N/A
Türkiye,drought, ( ÖZET ) Ankaragücü - Hatayspor maç sonucu : 0 - 0 | Ankarada sessiz gece - Süper Lig Haberleri,https://www.fanatik.com.tr/futbol/ozet-ankaragucu-hatayspor-mac-sonucu-0-0-ankarada-sessiz-gece-2534135,N/A
Türkiye,drought,İstanbuldaki barajların doluluk oranı yüzde 60  a yaklaştı,https://www.ensonhaber.com/gundem/istanbuldaki-barajlarin-doluluk-orani-yuzde-60a-yaklasti,N/A
Türkiye,drought,Volkan Demirelin dünyasý bana yýkldý ! Kimse bunu beklemiyordu : Her þey altüst oldu,https://www.aksam.com.tr/sporplus/volkan-demirelin-dunyasi-basina-yikildi-kimse-bunu-beklemiyordu-her-sey-altust-oldu/haber-1436799,N/A
Türkiye,drought,Edirnede kar buğday üreticilerini sevindirdi,https://www.haberekspres.com.tr/edirnede-kar-bugday-ureticilerini-sevindirdi,N/A
Türkiye,drought,Alanyaspor - Adana Demirspor : 3 - 3 ( MAÇ SONUCU ) - Coredon Alanyaspor Haberleri,https://www.haberturk.com/alanyaspor-adana-demirspor-3-3-mac-sonucu-3662229-spor,N/A
Türkiye,drought,"Kayserispor , Süper Ligde galibiyeti unuttu",https://www.sporx.com/www.sporx.com/kayserispor-super-lig-de-galibiyeti-unuttu-SXHBQ1052835SXQ,N/A
Türkiye,drought,Nihat Kahveciden Galatasaray - Karagümrük maçı sonrası iki isme ağır sözler :  Pasaportlarını iptal ederim ! ,https://www.f5haber.com/hurriyet/nihat-kahveciden-galatasaray-karagumruk-maci-sonrasi-iki-isme-agir-sozler-pasaportlarini-iptal-ederim-6589198,N/A
Türkiye,drought,Manchester City tarihinin en kötü performansı ! Pep Guardiola tel tel dökülüyor ... ,https://www.mynet.com/manchester-city-tarihinin-en-kotu-performansi-pep-guardiola-tel-tel-dokuluyor-373773-myspor,N/A
Türkiye,drought,Denizlisporun galibiyet hasreti bitti,https://www.sporx.com/www.sporx.com/denizlispor-un-galibiyet-hasreti-bitti-SXHBQ1046851SXQ,N/A
Türkiye,drought,Etiyopyanın Tigray bölgesinde 176 kişi açlıktan öldü,https://www.haberler.com/etiyopya-nin-tigray-bolgesinde-176-kisi-acliktan-oldu-16624710-haberi/,N/A
Türkiye,drought,"Hatayspor , üstünlüğünü koruyamadı ! Hasret Mersinde de devam etti",https://spor.haber7.com/super-lig/haber/3385135-hatayspor-ustunlugunu-koruyamadi-hasret-mersinde-de-devam-etti,N/A
Türkiye,drought,Galatasaray - Fatih Karagümrük maçından notlar - Galatasaray Haberleri,https://www.haberturk.com/galatasaray-fatih-karagumruk-macindan-notlar-3665378-spor,N/A
Türkiye,drought,"Trakya Birlik Başkanı Kırbiç :  Kuraklık , ayçiçek verimini olumsuz yönde etkilemiştir  ",https://www.bursa.com/haber/trakya-birlik-baskani-kirbic-quot-kuraklik-aycicek-verimini-olumsuz-yonde-etkilemistir-quot-849743.html,N/A
Türkiye,drought,Flamingolar hâl g etmedi,https://www.hurriyet.com.tr/gundem/flamingolar-hala-goc-etmedi-42414042,N/A
Türkiye,drought,Kasımpaşa Hataysporu ikinci yarıda bulduğu gollerle geçti,https://www.ntvspor.net/futbol/kasimpasa-hatayspor-u-ikinci-yarida-buldugu-gollerle-gecti-65abbcaa63b1ce005a035df2,N/A
Türkiye,drought,Kasımpaşa - Sivasspor : 0 - 0 ( MAÇ SONUCU ) - EMS Yapı Sivasspor Haberleri,https://www.haberturk.com/kasimpasa-sivasspor-0-0-mac-sonucu-3665662-spor,N/A
Türkiye,drought,BM : Etiyopya kıtlık ile karşı karşıya,https://www.dha.com.tr/dunya/bm-etiyopya-kitlik-ile-karsi-karsiya-2368097,N/A
Türkiye,drought,Trabzonspor 1 - 0 Adana Demirspor ( Maç sonucu ) ,"https://t24.com.tr/haber/trabzonspor-1-0-adana-demirspor,1153389",N/A
Türkiye,drought,Barajlar ve göletlerin dolması yüz güldürdü,https://www.yeniasir.com.tr/ekonomi/2023/12/13/barajlar-ve-goletlerin-dolmasi-yuz-guldurdu,N/A
Türkiye,drought,Eski Trabzonsporlu futbolcunun takımında kriz ! Antrenmana çıkmayacaklar,https://www.haber61.net/trabzonspor/eski-trabzonsporlu-futbolcunun-takiminda-kriz-antrenmana-cikmayacaklar-h557864.html,N/A
Türkiye,drought,Monaco bu haftada kazanamadý ! ,https://www.aksam.com.tr/spor/monaco-bu-haftada-kazanamadi/haber-1445472,N/A
Türkiye,drought,Beşiktaş  a müjdeli haber ! Trabzonspor maçı öncesi ... - Beşiktaş ( BJK ) Haberleri,https://www.fanatik.com.tr/besiktas/besiktasa-mujdeli-haber-trabzonspor-maci-oncesi-2537912,N/A
Türkiye,drought,"Çaykur Rizespor - Konyaspor maçı ne zaman , saat kaçta , hangi kanalda ? - Süper Lig Haberleri",https://www.fanatik.com.tr/futbol/caykur-rizespor-konyaspor-maci-ne-zaman-saat-kacta-hangi-kanalda-2538215,N/A
Türkiye,drought,"İstanbul barajlarındaki doluluk oranı , bir haftada yüzde 4 , 64 arttı",https://www.birgun.net/haber/istanbul-barajlarindaki-doluluk-orani-bir-haftada-yuzde-4-64-artti-497570,N/A
Türkiye,drought,Gaziantep FKnin galibiyet hasreti bitmiyor ! ,https://www.aksam.com.tr/spor/gaziantep-fknin-galibiyet-hasreti-bitmiyor/haber-1445415,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 11 Aralık AFAD ve Kandilli deprem listesi ! 11 Aralık Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16617884-haberi/,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 15 Aralık AFAD ve Kandilli deprem listesi ! 15 Aralık Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16628596-haberi/,N/A
Türkiye,earthquake,"Dün gece deprem oldu mu ? 10 Aralık İzmirde , İstanbulda , Ankarada deprem mi oldu ? ",https://www.haberler.com/haberler/dun-gece-deprem-oldu-mu-10-aralik-izmir-de-16613283-haberi/,N/A
Türkiye,earthquake,"Az önce deprem mi oldu ? En son nerede , ne zaman deprem oldu ? ",https://www.haberler.com/haberler/az-once-deprem-mi-oldu-en-son-nerede-ne-zaman-16616406-haberi/,N/A
Türkiye,earthquake,"Dün gece deprem oldu mu ? 14 Aralık İzmirde , İstanbulda , Ankarada deprem mi oldu ? ",https://www.haberler.com/haberler/dun-gece-deprem-oldu-mu-14-aralik-izmir-de-16625174-haberi/,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 16 Aralık AFAD ve Kandilli deprem listesi ! 16 Aralık Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16632448-haberi/,N/A
Türkiye,earthquake,"ADANADA DEPREM Mİ OLDU ? Adana Ceyhan SON DAKİKA depremi ! Adanada şu anda deprem oldu mu , saat kaçta oldu ? 2023 Adana depremi kaç şiddetinde oldu ? ",https://www.haberler.com/haberler/adana-da-deprem-mi-oldu-adana-ceyhan-son-dakika-16630549-haberi/,N/A
Türkiye,earthquake,AZ ÖNCE DEPREM NEREDE OLDU SON DAKİKA ! AFAD Kandilli Rasathanesi son depremler 13 Aralık listesi ! Bugün nerede deprem meydana geldi ? ,https://www.haberler.com/haberler/az-once-deprem-nerede-oldu-son-dakika-afad-16622929-haberi/,N/A
Türkiye,earthquake,"Dün gece deprem oldu mu ? 16 Aralık İzmirde , İstanbulda , Ankarada deprem mi oldu ? ",https://www.haberler.com/haberler/dun-gece-deprem-oldu-mu-16-aralik-izmir-de-16632667-haberi/,N/A
Türkiye,earthquake,"DEPREM SON DAKİKA | ❗ 10 Aralık 2023 AFAD , Kandilli Rasathanesi son depremler",https://www.fotomac.com.tr/haberler/2023/12/10/deprem-son-dakika-10-aralik-2023-afad-kandilli-rasathanesi-son-depremler,N/A
Türkiye,earthquake,Marmarada deprem mi oldu ? SON DAKİKA ! 13 Aralık Çarşamba Marmarada kaç şiddetinde deprem oldu ? ,https://www.haberler.com/haberler/marmara-da-deprem-mi-oldu-son-dakika-13-aralik-16624919-haberi/,N/A
Türkiye,earthquake,Dün gece İstanbulda deprem mi oldu ? İstanbulda kaç şiddetinde deprem oldu ? ,https://www.haberler.com/haberler/dun-gece-istanbul-da-deprem-mi-oldu-istanbul-da-16625158-haberi/,N/A
Türkiye,earthquake,"En son deprem nerede , kaç şiddetinde oldu ? Az önce deprem mi oldu ? ",https://www.haberler.com/haberler/en-son-deprem-nerede-kac-siddetinde-oldu-az-16589546-haberi/,N/A
Türkiye,earthquake,Japon deprem uzmanı uyardı : Olası Marmara depreminde o ilçeler tehlikede,https://www.gercekgundem.com/guncel/japon-deprem-uzmani-uyardi-olasi-marmara-depreminde-o-ilceler-tehlikede-444526,N/A
Türkiye,earthquake,Japon deprem uzmanı Moriwakiden bu kez İstanbul için  yumuşak zemin  uyarısı,"https://t24.com.tr/haber/japon-deprem-uzmani-moriwaki-den-istanbul-icin-bu-kez-yumusak-zemin-uyarisi,1143002",N/A
Türkiye,earthquake,"Az önce deprem mi oldu , nerede ? Son depremler listesi ! Kaç büyüklüğünde deprem oldu ? ",https://www.turkiyegazetesi.com.tr/hayatin-icinden/az-once-deprem-mi-oldu-nerede-son-depremler-listesi-kac-1009138,N/A
Türkiye,earthquake,Şener Üşümezsoydan İstanbul için flaş deprem açıklaması : 7 . 4  lük senaryolar pe atıldı,https://www.yenicaggazetesi.com.tr/sener-usumezsoydan-istanbul-icin-flas-deprem-aciklamasi-7-4luk-senaryolar-cope-743757h.htm,N/A
Türkiye,earthquake,"NACİ GÖRÜR İSTANBUL DEPREMİ AÇIKLAMASI NEDİR ? İstanbulun en tehlikeli semtleri , ilçeleri neresi ? Naci Görür istanbul depremi için ne dedi ? ",https://www.haberler.com/haberler/naci-gorur-istanbul-depremi-aciklamasi-nedir-16615368-haberi/,N/A
Türkiye,earthquake,SON DAKİKA DEPREM ! Muğlada korkutan deprem ! 16 Aralık Kandilli ve AFAD son depremler listesi,https://www.haberturk.com/son-dakika-deprem-mugla-da-korkutan-deprem-16-aralik-kandilli-ve-afad-son-depremler-listesi-3645487,N/A
Türkiye,earthquake,"Prof . Dr . Ahmet Ercan , 7 üzeri deprem beklediği bölgeleri sıraladı : Deprem uzmanlarına ateş püskürdü ! ",http://www.cumhuriyet.com.tr/turkiye/prof-dr-ahmet-ercan-7-uzeri-deprem-bekledigi-bolgeleri-siraladi-2152067,N/A
Türkiye,earthquake,Prof . Dr . Şükrü Ersoydan beklenen Marmara depremi için  masum değil  uyarısı : Aktivite başladı ... ,https://www.gercekgundem.com/guncel/prof-dr-sukru-ersoydan-beklenen-marmara-depremi-icin-masum-degil-uyarisi-aktivite-basladi-444155,N/A
Türkiye,earthquake,Şükrü Ersoydan korkutan sözler : Marmarada deprem aktivitesi başladı,https://www.internethaber.com/sukru-ersoydan-korkutan-sozler-marmarada-deprem-aktivitesi-basladi-2341420h.htm,N/A
Türkiye,earthquake,"Malatyada deprem mi oldu , kaç şiddetinde ? 23 Şubat Malatyada nerede deprem oldu ? ",https://www.haberler.com/haberler/malatya-da-deprem-mi-oldu-kac-siddetinde-23-16880529-haberi/,N/A
Türkiye,earthquake,Japon uzmandan Bursa depremi sonrası İstanbul uyarısı ! 4 ilçeye dikkat çekti,https://www.tgrthaber.com.tr/gundem/japon-uzmandan-bursa-depremi-sonrasi-istanbul-uyarisi-4-ilceye-dikkat-cekti-2919352,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 24 Şubat AFAD ve Kandilli deprem listesi ! 24 Şubat Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16882579-haberi/,N/A
Türkiye,earthquake,SON DAKİKA : Malatyada deprem mi oldu ? Deprem mi oldu ? Deprem kaç büyüklüğünde oldu ? ,https://www.haberler.com/haberler/son-dakika-malatya-da-deprem-mi-oldu-deprem-mi-16867453-haberi/,N/A
Türkiye,earthquake,Marmara Denizinde bir deprem daha,https://www.haber3.com/guncel/3-sayfa/marmara-denizinde-bir-deprem-daha-haberi-6161716,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 28 Şubat AFAD ve Kandilli deprem listesi ! 28 Şubat ÇANAKKALEde Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16893332-haberi/,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 2 Mart AFAD ve Kandilli deprem listesi ! 2 Mart Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16904520-haberi/,N/A
Türkiye,earthquake,Prof . Dr . Naci Görürden olası İstanbul depremine ilişkin yeni uyarı : Haliç  ten Silivriye kadar 9 şiddetini bulacak,https://www.haberler.com/guncel/prof-dr-naci-gorur-den-olasi-istanbul-depremine-16622504-haberi/,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 21 Şubat AFAD ve Kandilli deprem listesi ! 21 Şubat Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16872776-haberi/,N/A
Türkiye,earthquake,"Son Depremler ! Bugün İstanbulda deprem mi oldu ? 22 Şubat AFAD ve Kandilli deprem listesi ! 22 Şubat Ankarada , İzmirde deprem mi oldu ? ",https://www.haberler.com/haberler/son-depremler-bugun-istanbul-da-deprem-mi-oldu-16878245-haberi/,N/A
Türkiye,earthquake,"Az önce deprem mi oldu ? 15 Aralık bugün deprem oldu mu , nerede ? Kandilli Rasathanesi ve AFAD son depremler ! ",https://www.turkiyegazetesi.com.tr/hayatin-icinden/az-once-deprem-mi-oldu-15-aralik-bugun-deprem-oldu-mu-1008941,N/A
Türkiye,earthquake,Marmara Depreminde Yumuşak Zeminli Bölgeler Daha Fazla Hasar Alabilir,https://www.haberler.com/marmara-depreminde-yumusak-zeminli-bolgeler-daha-fazla-hasar-alabilir-16624613-haberi/,N/A
Türkiye,earthquake,Japon deprem uzmanı Eskişehirde  Depreme Karşı Bilinçlendirme ve Farkındalık  seminerine katıldı,https://www.ogunhaber.com/genel/japon-deprem-uzmani-eskisehir-de-depreme-karsi-bilinclendirme-ve-farkindalik-seminerine-katildi-2613055h.html,N/A
Türkiye,earthquake,Japon deprem uzmanı İstanbulda daha fazla zarar görecek ilçeleri açıkladı,https://www.ensonhaber.com/gundem/japon-deprem-uzmani-istanbulda-daha-fazla-zarar-gorecek-ilceleri-acikladi,N/A
Türkiye,earthquake,"Filipinlerde 7 , 6 büyüklüğünde deprem meydana geldi",https://www.haberler.com/dunya/filipinler-de-7-6-buyuklugunde-deprem-meydana-16589378-haberi/,N/A
Türkiye,earthquake,Marmaradaki depremler sonrasında korkutan açıklama,https://www.haber3.com/guncel/3-sayfa/marmaradaki-depremler-sonrasinda-korkutan-aciklama-haberi-6161924,N/A
Türkiye,earthquake,Adanada deprem mi oldu ? En son nerede deprem oldu ? AFAD ve Kandilli Rasathanesi son depremler listesi,https://www.ensonhaber.com/bilgi/adanada-deprem-mi-oldu-en-son-nerede-deprem-oldu-afad-ve-kandilli-rasathanesi-son-depremle,N/A
Türkiye,earthquake,Belediye başkanı kürsüde depremle ile ilgili konuşurken deprem oldu,https://www.haberler.com/haberler/kursude-depremi-konusurken-deprem-oldu-16868476-haberi/,N/A
Türkiye,earthquake,"Çanakkalede deprem mi oldu , kaç büyüklüğünde ? ",https://www.turkiyegazetesi.com.tr/haberler/canakkalede-deprem-mi-oldu-kac-1024516,N/A
Türkiye,earthquake,Malatyada deprem nerede oldu ? SON DAKİKA Malatyada deprem kaç şiddetinde meydana geldi ? ,https://www.haberler.com/haberler/malatya-da-deprem-nerede-oldu-son-dakika-malatya-16867462-haberi/,N/A
Türkiye,earthquake,"Dün gece deprem oldu mu ? İzmirde , İstanbulda , Ankarada deprem mi oldu ? 22 Şubat dün gece deprem mi oldu ? ",https://www.haberler.com/haberler/dun-gece-deprem-oldu-mu-izmir-de-istanbul-da-16876076-haberi/,N/A
Türkiye,earthquake,Akdenizde 4 büyüklüğünde deprem,https://www.ensonhaber.com/ic-haber/akdenizde-4-buyuklugunde-deprem-79196,N/A
Türkiye,earthquake,Marmara Denizinde deprem : İstanbulda da hissedildi,https://www.birgun.net/haber/marmara-denizi-nde-deprem-istanbul-da-da-hissedildi-490594,N/A
Türkiye,earthquake,Japon deprem uzmanı Yoshinori Moriwakiden ürküten deprem açıklaması ! ,https://www.internethaber.com/japon-deprem-uzmani-yoshinori-moriwakiden-urkuten-deprem-aciklamasi-2342057h.htm,N/A
Türkiye,earthquake,"Balıkesirde deprem mi oldu , kaç şiddetinde ? 23 Şubat Balıkesirde nerede deprem oldu ? ",https://www.haberler.com/haberler/balikesir-de-deprem-mi-oldu-kac-siddetinde-23-16881025-haberi/,N/A
